type,title,date_added,release_year,rating,description
Movie,Mariah Carey's Merriest Christmas,09-Dec-16,2015,TV-G,"Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
Movie,Spectral,09-Dec-16,2016,TV-14,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
TV Show,White Rabbit Project,09-Dec-16,2016,TV-14,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters."""
TV Show,Miss in Kiss,08-Dec-16,2016,TV-14,"A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush."
Movie,Other People,08-Dec-16,2016,TV-MA,"After a bad breakup, a struggling New York comedy writer tries to don a brave face and care for his dying mother in Sacramento."
TV Show,The Cuba Libre Story,08-Dec-16,2015,TV-14,"This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations."
Movie,Blue Jay,06-Dec-16,2016,TV-MA,"Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
Movie,One in a Billion,06-Dec-16,2016,TV-14,Follow the journey of Satnam Singh Bhamara as he works to fulfill his dream of becoming the first India-born player to be drafted into the NBA.
Movie,Reggie Watts: Spatial,06-Dec-16,2016,TV-MA,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
TV Show,From Dusk Till Dawn,05-Dec-16,2016,TV-MA,Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.
Movie,Mercenary,04-Dec-16,2016,TV-MA,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
TV Show,Lost & Found Music Studios,03-Dec-16,2016,TV-G,"Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession."
Movie,For the Love of Spock,02-Dec-16,2016,TV-14,"The son of actor Leonard Nimoy directs this moving look at his father's portrayal of Spock, the iconic ""Star Trek"" character he played for 50 years."
Movie,White Girl,02-Dec-16,2016,TV-MA,"A college girl romping through New York City in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away."
Movie,#Rucker50,01-Dec-16,2016,TV-PG,This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.
Movie,1000 Rupee Note,01-Dec-16,2014,TV-14,"After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
Movie,Across Grace Alley,01-Dec-16,2013,TV-PG,"A young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window."
Movie,Asu Mare 2,01-Dec-16,2015,TV-14,To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.
TV Show,Back to 1989,01-Dec-16,2016,TV-PG,"A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born."
TV Show,Bromance,01-Dec-16,2015,TV-PG,"Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?"
Movie,Interrogation,01-Dec-16,2015,TV-MA,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
Movie,Rainbow Time,01-Dec-16,2016,TV-MA,"A developmentally disabled man obsessed with the Fonz, guns and all things kinky poses a challenge for his arrogant brother when he moves in with him."
TV Show,Refresh Man,01-Dec-16,2016,TV-14,"Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school."
Movie,Richard Pryor: Live in Concert,01-Dec-16,1979,TV-MA,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
Movie,The Violin Player,01-Dec-16,2016,TV-14,"An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
Movie,Beauties of the Night,25-Nov-16,2016,TV-MA,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene."
TV Show,Gilmore Girls: A Year in the Life,25-Nov-16,2016,TV-14,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
Movie,Michael Che Matters,25-Nov-16,2016,TV-MA,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn."
Movie,Mercy,22-Nov-16,2016,TV-MA,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.
Movie,The Land of Cards,22-Nov-16,2012,TV-14,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.
Movie,Carlos Ballarta: El amor es de putos,21-Nov-16,2016,TV-MA,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence."
Movie,Donald Glover: Weirdo,19-Nov-16,2012,TV-MA,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us."
Movie,Colin Quinn: The New York Story,18-Nov-16,2016,TV-MA,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld."
Movie,Divines,18-Nov-16,2016,TV-MA,A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.
TV Show,La Niña,18-Nov-16,2016,TV-MA,A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.
TV Show,Paranoid,17-Nov-16,2016,TV-MA,"When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer."
Movie,Dieter Nuhr: Nuhr in Berlin,15-Nov-16,2016,TV-MA,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang."
Movie,Mumbai Cha Raja,15-Nov-16,2012,TV-MA,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother."
Movie,True Memoirs of an International Assassin,11-Nov-16,2016,TV-14,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela."
TV Show,Einsatzgruppen: The Nazi Death Squads,10-Nov-16,2009,TV-MA,"This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe."
Movie,Kathleen Madigan: Bothering Jesus,10-Nov-16,2016,TV-MA,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon."
TV Show,Case,09-Nov-16,2015,TV-MA,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.
TV Show,Danger Mouse,09-Nov-16,2016,TV-Y7,The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.
Movie,"Dana Carvey: Straight White Male, 60",04-Nov-16,2016,TV-MA,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
Movie,The Ivory Game,04-Nov-16,2016,TV-14,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction."
Movie,A Grand Night In: The Story of Aardman,01-Nov-16,2015,TV-PG,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary."
TV Show,Inborn Pair,01-Nov-16,2011,TV-14,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms."
TV Show,Just You,01-Nov-16,2013,TV-14,"When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up."
TV Show,Love Around,01-Nov-16,2013,TV-14,"After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak."
TV Show,Love Family,01-Nov-16,2013,TV-MA,A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love?
TV Show,Love Me or Leave Me,01-Nov-16,2012,TV-14,"When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn."
TV Show,Love Now,01-Nov-16,2012,TV-14,"When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer."
Movie,Norman Lear: Just Another Version of You,01-Nov-16,2016,TV-MA,"This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators."
Movie,Santa Pac's Merry Berry Day,01-Nov-16,2016,TV-Y,Pac aims to keep Berry Day the happiest day ever by unraveling a curious mystery about his parents and thwarting Betrayus's plan to capture Santa Pac.
Movie,Spanish Affair 2,01-Nov-16,2015,TV-MA,Spanish provincialism is put into the spotlight as a man from the Basque Country embarks on a mission to keep his daughter from marrying a Catalan.
Movie,Pup Star,29-Oct-16,2016,G,"After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure."
Movie,I Am the Pretty Thing That Lives in the House,28-Oct-16,2016,TV-14,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
Movie,Into the Inferno,28-Oct-16,2016,TV-PG,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices."
Movie,The African Doctor,28-Oct-16,2016,TV-14,"Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone."
Movie,They Are Everywhere,28-Oct-16,2016,TV-MA,"In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France."
TV Show,Trailer Park Boys: Out of the Park: Europe,28-Oct-16,2016,TV-MA,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements."
Movie,West Coast,28-Oct-16,2016,TV-MA,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.
